customer_id,age,gender,state,city,zone,education_level,occupation,primary_language,income_level,provider,plan_type,tenure_months,registration_date,monthly_charges,total_charges,data_usage_gb,voice_usage_minutes,sms_usage,network_type,call_drop_rate,network_downtime_hours,internet_speed_mbps,customer_service_calls,complaint_resolution_time,satisfaction_score,payment_method,late_payments,has_caller_tune,has_data_rollover,has_international_roaming,uses_mobile_money,uses_ussd_banking,subscribes_to_news,uses_social_bundles,family_plan,referrals_made,competitor_offers_received,device_age_years,smartphone_user,churn
NIG019431,44,Male,Niger,Niger City,North Central,HND/BSc,Trader,Pidgin,Middle,Glo,Postpaid,58,2020-10-16,11938.63,706833.55,3.6,294.98,49,4G,0.089,0.71,15.68,0,19.08,5.7,USSD,1,1,0,0,0,0,0,1,0,0,5,3.4,0,0
NIG019432,41,Male,Zamfara,Zamfara City,North West,OND/NCE,Trader,English,Middle,Glo,Postpaid,23,2023-09-01,2670.69,46229.59,3.22,418.05,46,4G,0.055,0.08,12.33,2,4.14,9.8,USSD,0,0,0,0,1,0,1,0,0,1,2,0.8,1,0
NIG019433,57,Female,Akwa Ibom,Akwa Ibom City,South South,Secondary,Civil Servant,Hausa,Middle,MTN,Prepaid,22,2023-10-01,3849.87,108755.19,4.05,498.37,49,5G,0,0,20.64,4,62.82,1.2,Mobile Money,2,0,0,0,1,1,1,1,1,2,2,1.7,1,1
NIG019434,22,Female,Borno,Borno City,North East,Secondary,Doctor,Pidgin,Low,Glo,Prepaid,15,2024-04-28,1671.6,27720.7,4.07,198.94,33,4G,0.16,1.7,46.01,4,2.45,4.4,Bank Transfer,1,0,1,0,1,1,0,1,0,3,1,2.4,1,1
NIG019435,74,Female,Enugu,Enugu City,South East,Primary,Artisan,Yoruba,Middle,MTN,Prepaid,51,2021-05-14,2261.79,110717.69,2.09,405.2,66,4G,0.12,1.41,12.09,1,36.52,4.5,Card,1,0,0,0,1,1,0,1,0,3,5,3.9,1,1
NIG019436,39,Female,Kogi,Kogi City,North Central,Secondary,Lawyer,Yoruba,Middle,Glo,Prepaid,8,2024-11-24,3839.21,25202.29,2.75,1445.97,52,3G,0.254,1.98,7.33,0,8.22,7.7,Mobile Money,2,0,0,0,1,1,1,1,0,1,3,1.4,1,0
NIG019437,26,Male,FCT,Gwagwalada,North Central,Secondary,Entrepreneur,Hausa,High,Glo,Prepaid,23,2023-09-01,5516.39,159128.88,5.35,591.6,46,3G,0.212,1.8,60.95,4,6.51,3.6,Bank Transfer,0,1,1,0,0,1,1,1,0,1,7,2.2,1,0
NIG019438,22,Male,Bauchi,Bauchi City,North East,No Formal Education,Teacher,English,Low,MTN,Prepaid,7,2024-12-24,5080.98,38489.39,5.9,919.46,46,4G,0.184,3.65,14.77,1,2.17,6.1,Bank Transfer,0,1,1,0,1,0,0,1,0,1,0,0.4,1,0
NIG019439,49,Male,FCT,Gwagwalada,North Central,HND/BSc,Student,Hausa,Low,Glo,Hybrid,5,2025-02-22,4793.3,31088.38,13.81,846.83,47,2G,0.246,0.4,22.8,3,46.95,8.6,POS,2,1,0,0,1,1,1,1,0,0,2,1.6,0,0
NIG019440,34,Male,Kano,Rano,North West,Primary,Teacher,Hausa,Middle,Airtel,Prepaid,37,2022-07-08,5110.34,165644.02,19.31,719.56,58,3G,0.161,0.6,32.23,2,19.09,5.3,Card,1,0,1,0,1,1,1,1,0,1,2,1.6,1,0
NIG019441,20,Male,Ebonyi,Ebonyi City,South East,Secondary,Doctor,English,Middle,9mobile,Prepaid,31,2023-01-04,4258.1,144640.12,8.41,1138.59,50,4G,0.235,1.63,6.95,2,61.75,8.9,Mobile Money,0,0,0,0,0,1,1,1,0,1,4,1.7,1,1
NIG019442,55,Male,Kano,Wudil,North West,Primary,Civil Servant,Igbo,Low,MTN,Prepaid,54,2021-02-13,3316.5,206837.2,7.33,566.66,45,4G,0.234,0.55,9.82,2,33.18,8.2,Airtime Transfer,1,1,0,0,1,1,1,1,0,0,2,0.2,1,0
NIG019443,37,Female,Kaduna,Kafanchan,North West,HND/BSc,Farmer,Yoruba,Middle,Airtel,Prepaid,8,2024-11-24,4681.44,36457.1,5.24,701.23,45,3G,0.132,2.12,19.15,2,4.59,8.5,POS,1,0,1,0,0,0,0,0,0,0,2,5.6,0,0
NIG019444,33,Female,Abia,Abia City,South East,OND/NCE,Artisan,Kanuri,Middle,Airtel,Prepaid,30,2023-02-03,4254.1,102103.59,4.49,632.27,61,2G,0.18,0.02,20.88,4,21.81,2.7,Mobile Money,1,0,0,0,1,1,0,1,0,3,5,0.7,1,0
NIG019445,56,Male,Ebonyi,Ebonyi City,South East,Secondary,Driver,English,Low,Glo,Prepaid,27,2023-05-04,2379.4,82816.68,1.25,202,53,4G,0.017,0.3,5.58,0,15.91,1.9,Bank Transfer,0,0,1,1,0,0,0,0,0,0,2,1.7,1,0
NIG019446,33,Male,Adamawa,Adamawa City,North East,Secondary,Unemployed,Yoruba,Low,MTN,Prepaid,23,2023-09-01,500,10246.85,1.58,354.01,58,4G,0.137,1,26.86,2,32.54,6.9,Card,1,0,0,0,0,0,0,1,0,2,9,4.5,1,1
NIG019447,30,Male,Kogi,Kogi City,North Central,Secondary,Doctor,Igbo,Middle,MTN,Prepaid,11,2024-08-26,5449.9,48359.89,4.14,335.55,55,4G,0.256,5.92,24.62,2,10.51,5.6,Bank Transfer,0,0,1,0,1,1,1,0,0,1,2,0,1,0
NIG019448,23,Male,Akwa Ibom,Akwa Ibom City,South South,OND/NCE,Trader,Hausa,Middle,MTN,Prepaid,46,2021-10-11,3096.85,148973.69,9.42,860.94,45,3G,0.229,3.51,12.69,2,3.48,9.2,USSD,2,0,0,0,0,1,0,1,0,3,3,2.6,1,0
NIG019449,51,Male,Cross River,Cross River City,South South,Primary,Entrepreneur,Yoruba,Low,MTN,Postpaid,1,2025-06-22,7600.92,5817.66,9.75,539.17,47,4G,0.233,1.63,5.79,3,20.92,3.6,Bank Transfer,0,0,0,0,1,0,0,1,0,2,5,5.8,0,0
NIG019450,59,Male,Taraba,Taraba City,North East,Secondary,Doctor,English,Low,9mobile,Prepaid,98,2017-07-04,5205,615818.96,1.95,581.23,49,4G,0.193,1.11,31.43,6,5.62,9.1,USSD,0,1,0,0,1,1,0,0,0,2,3,0.2,1,1
NIG019451,34,Male,Niger,Niger City,North Central,Secondary,Accountant,Pidgin,Low,MTN,Prepaid,22,2023-10-01,3937.06,106078.95,2.27,1103.99,67,3G,0.226,0.49,21.5,1,8.67,9,USSD,1,1,1,0,0,1,0,1,0,1,2,2.5,1,1
NIG019452,44,Female,Kano,Karaye,North West,Primary,Civil Servant,English,Middle,9mobile,Postpaid,21,2023-10-31,7507.19,200732.08,0.97,1425.83,46,3G,0.128,0.55,22.01,2,58.64,10,USSD,0,1,0,0,1,0,0,1,0,1,4,1.8,0,0
NIG019453,29,Female,Kano,Karaye,North West,Secondary,Student,English,Middle,9mobile,Prepaid,1,2025-06-22,2765.85,3372.02,4.78,445.58,52,2G,0.091,1.63,13.27,2,12.28,9.9,Bank Transfer,1,1,0,0,0,1,1,1,0,3,2,0.9,1,0
NIG019454,25,Male,Kano,Rano,North West,Secondary,Teacher,English,Middle,MTN,Prepaid,3,2025-04-23,6527.24,17978.3,12.85,282.97,59,4G,0.25,3.09,6.02,0,68.64,7.2,Bank Transfer,1,1,1,1,0,1,0,0,1,0,1,1.1,0,0
NIG019455,31,Female,Kaduna,Kaduna,North West,Primary,Trader,Yoruba,Low,Glo,Prepaid,2,2025-05-23,5254.99,10925.69,1.81,1054.35,47,2G,0.152,1,10.81,2,27.88,4.1,Card,2,0,0,0,1,1,0,0,0,1,4,4.4,1,0
NIG019456,57,Female,Edo,Edo City,South South,Secondary,Unemployed,Yoruba,Middle,Airtel,Prepaid,13,2024-06-27,4058.98,45152.27,5.8,368.18,47,5G,0.224,1.53,42.17,0,62.84,8.1,POS,1,1,1,0,1,1,1,1,0,1,2,5.3,0,1
NIG019457,22,Male,Plateau,Plateau City,North Central,Secondary,Artisan,English,Low,MTN,Prepaid,19,2023-12-30,5024.37,96678.99,5.36,511.06,51,4G,0.011,3.28,7.85,1,22.74,5.5,Card,2,0,0,0,1,0,1,1,0,0,5,0.3,1,0
NIG019458,61,Male,Taraba,Taraba City,North East,OND/NCE,Farmer,Igbo,Middle,Airtel,Prepaid,5,2025-02-22,1887.82,12139.54,1.07,259.01,51,4G,0.064,0.65,1.86,5,5.66,6,POS,0,0,0,1,0,1,0,1,0,2,1,3.9,1,0
NIG019459,32,Female,Benue,Benue City,North Central,Secondary,Mechanic,English,Low,9mobile,Prepaid,6,2025-01-23,1962.17,11619.52,4.38,754.34,48,4G,0.121,0.77,6.57,3,9.85,2.4,Bank Transfer,1,0,0,1,0,1,1,0,1,0,5,1.2,0,0
NIG019460,26,Male,Kano,Karaye,North West,Secondary,Student,Hausa,Low,Airtel,Prepaid,33,2022-11-05,2528.36,95699.49,5.06,412.77,39,4G,0.146,0.79,29.78,2,4.19,3.4,USSD,2,0,0,0,0,1,1,0,0,0,2,2.6,1,1
NIG019461,65,Male,Oyo,Oyo,South West,Secondary,Lawyer,Hausa,Middle,Glo,Postpaid,8,2024-11-24,8686.29,76513.48,4.17,1267.83,47,4G,0.217,0.25,4.1,2,35.15,3.8,USSD,1,0,0,0,0,1,0,1,1,2,3,2.7,0,0
NIG019462,39,Female,Benue,Benue City,North Central,Primary,Artisan,English,Low,9mobile,Prepaid,13,2024-06-27,500,5912.42,10.47,495.43,57,4G,0.149,1.67,8.79,3,10.13,8.9,USSD,1,0,1,0,1,1,0,1,1,5,4,0.7,1,1
NIG019463,79,Female,Delta,Delta City,South South,Masters,Trader,Hausa,Low,MTN,Postpaid,25,2023-07-03,11875.75,358391.6,1.91,1074.57,46,4G,0.258,4.53,12.87,2,8.26,7.9,Card,0,1,0,0,1,1,0,0,1,1,2,2.7,0,0
NIG019464,24,Female,Ogun,Ogun City,South West,Secondary,Unemployed,Hausa,Middle,9mobile,Prepaid,20,2023-11-30,2832.1,43289.78,6.2,1841.91,55,2G,0.172,1.66,3.41,0,1,8.7,USSD,1,1,0,0,1,1,0,1,0,2,2,0.3,1,0
NIG019465,44,Male,Sokoto,Sokoto City,North West,Secondary,Student,English,Low,Glo,Postpaid,15,2024-04-28,7684.76,96860.12,4.01,644.23,50,4G,0.139,1.48,3.73,0,0.87,4.9,Airtime Transfer,0,0,0,0,1,1,0,1,0,1,3,1.6,0,0
NIG019466,51,Female,Adamawa,Adamawa City,North East,Primary,Entrepreneur,English,Low,9mobile,Prepaid,40,2022-04-09,5219.72,154993.13,2.26,700.51,55,4G,0.019,1.56,7.8,5,33.05,7.9,USSD,3,0,0,0,1,1,1,1,0,0,1,1.7,1,0
NIG019467,41,Male,Bauchi,Bauchi City,North East,Masters,Driver,Yoruba,Low,9mobile,Prepaid,14,2024-05-28,993.94,17038.95,17.32,449.54,43,3G,0.264,1.06,4.41,1,21.55,1.8,Bank Transfer,2,0,0,0,1,1,1,1,0,5,3,0.5,1,0
NIG019468,58,Female,Lagos,Badagry,South West,No Formal Education,Unemployed,Hausa,Middle,9mobile,Prepaid,25,2023-07-03,2444.72,75893.34,2.44,815.14,51,4G,0.159,0.13,3.36,3,5.12,6,Mobile Money,0,0,1,0,1,1,0,1,0,1,6,0.3,1,0
NIG019469,36,Male,Kaduna,Kaduna,North West,Masters,Teacher,Igbo,Low,Airtel,Prepaid,25,2023-07-03,3825.36,77613.99,2.47,365.25,50,4G,0.237,0.83,25.84,2,21.52,6.2,Bank Transfer,2,1,0,0,0,0,0,1,0,1,6,5,0,1
NIG019470,76,Female,Lagos,Ikorodu,South West,Secondary,Trader,Igbo,Low,9mobile,Postpaid,19,2023-12-30,6913.06,150256.31,2.32,322.09,35,5G,0.075,1.86,15.43,2,19.36,3.1,Mobile Money,1,1,1,0,1,1,1,0,0,3,2,3.1,0,0
NIG019471,23,Female,Ondo,Ondo City,South West,Secondary,Farmer,Yoruba,Low,Glo,Prepaid,10,2024-09-25,3302.1,23974.56,1.76,506.42,48,4G,0.18,2.68,12.97,4,14.2,5.2,Bank Transfer,1,0,0,0,1,0,0,0,0,1,3,2.3,1,0
NIG019472,32,Female,Nasarawa,Nasarawa City,North Central,Secondary,Student,Igbo,Low,Glo,Prepaid,10,2024-09-25,2620.08,19889.33,17.81,533.45,55,4G,0.247,0.74,6.95,1,24.55,8.8,USSD,0,0,0,0,0,1,0,1,1,0,6,3.2,1,0
NIG019473,47,Female,Lagos,Lagos,South West,Secondary,Lawyer,Yoruba,Middle,Airtel,Prepaid,8,2024-11-24,3073.99,24157.75,0.4,1083.66,53,4G,0.286,2.25,28.01,1,61.51,6.4,Mobile Money,1,0,1,0,1,1,1,1,0,2,2,1.7,0,0
NIG019474,39,Male,Ebonyi,Ebonyi City,South East,No Formal Education,Trader,Yoruba,Middle,9mobile,Prepaid,15,2024-04-28,6815.45,123947.91,14.35,494.34,57,4G,0.162,0,4.86,3,7.16,6.8,POS,0,1,0,0,1,1,0,1,0,1,4,3.6,1,0
NIG019475,25,Female,Kebbi,Kebbi City,North West,No Formal Education,Engineer,Hausa,Low,Airtel,Postpaid,24,2023-08-02,2947.94,62673.04,1.03,485.75,57,3G,0.178,0.51,19.39,2,8.9,2.6,Card,2,0,0,0,0,1,1,1,0,0,3,0,1,1
NIG019476,64,Male,Yobe,Yobe City,North East,Secondary,Student,Yoruba,Middle,MTN,Prepaid,28,2023-04-04,3845.27,114521.83,13.48,248.03,48,3G,0.164,1.93,13.49,1,12.47,6.6,Airtime Transfer,1,1,1,0,0,1,1,1,0,2,5,1.4,1,0
NIG019477,20,Female,Imo,Imo City,South East,Secondary,Sales Rep,English,Middle,Airtel,Prepaid,72,2019-08-23,5764.4,473817.5,3.5,496.93,49,4G,0.052,5.53,8.69,1,3.17,2.3,POS,0,1,0,1,1,1,1,1,0,1,2,0.3,0,0
NIG019478,48,Male,Plateau,Plateau City,North Central,No Formal Education,Banker,Pidgin,Middle,Glo,Postpaid,8,2024-11-24,10164.68,59638.79,0.96,600.97,49,4G,0.179,2.78,33.39,1,40.77,3.8,Mobile Money,2,0,1,1,1,1,0,1,0,0,2,1.1,1,1
NIG019479,23,Female,Akwa Ibom,Akwa Ibom City,South South,Secondary,Entrepreneur,Yoruba,Low,9mobile,Prepaid,14,2024-05-28,3725.82,57786.1,4.13,881.88,42,4G,0.052,0.44,2.37,4,15.44,8.3,Cash,1,0,1,0,1,1,1,1,0,1,3,3.8,1,0
NIG019480,54,Male,Enugu,Enugu City,South East,Secondary,Banker,English,Middle,Glo,Prepaid,46,2021-10-11,2415.51,136070.37,1.41,527.91,49,4G,0.228,0.13,6.25,2,34.5,1.4,POS,0,1,1,0,0,1,0,1,0,0,3,0.4,1,0
NIG019481,49,Male,Anambra,Anambra City,South East,Secondary,Engineer,Hausa,High,MTN,Postpaid,90,2018-03-01,8502.11,869496.97,5.67,518.3,55,5G,0.151,2.91,11.74,2,13.01,1.7,Airtime Transfer,4,1,0,1,1,0,0,1,0,1,4,4.1,0,0
NIG019482,20,Female,Kaduna,Zaria,North West,PhD,Student,English,Low,MTN,Prepaid,2,2025-05-23,3550.52,8172.7,3.17,407.67,42,3G,0.121,1.39,26.14,2,10.23,7,Card,1,1,1,0,1,0,0,1,0,2,2,0.7,1,0
NIG019483,31,Female,Kano,Gwarzo,North West,OND/NCE,Student,Yoruba,Low,MTN,Prepaid,28,2023-04-04,4056.94,146649.95,2.48,353.83,58,3G,0.135,0.07,27.13,1,30.66,5.1,Airtime Transfer,1,1,0,0,1,0,0,0,0,3,1,1.1,1,0
NIG019484,43,Female,Borno,Borno City,North East,Primary,Unemployed,Hausa,High,Airtel,Prepaid,25,2023-07-03,3747.62,73306.15,1.46,776.35,56,4G,0.252,4.88,13.65,2,1.91,7,Airtime Transfer,2,1,1,0,0,1,1,1,0,1,8,3.3,1,0
NIG019485,30,Male,Kwara,Kwara City,North Central,Masters,Artisan,Yoruba,Low,Airtel,Postpaid,1,2025-06-22,7106,5882.84,12.53,161.79,47,4G,0.049,0.68,8.07,4,46.72,3.5,Airtime Transfer,1,1,1,0,0,0,0,1,0,1,3,0.4,0,1
NIG019486,63,Male,Kaduna,Kafanchan,North West,Secondary,Sales Rep,Hausa,Middle,Glo,Prepaid,20,2023-11-30,1115.62,24285.36,4.31,282.07,46,4G,0.08,0.67,18.1,1,14.18,2,Bank Transfer,1,0,0,0,0,0,0,1,0,0,3,8.7,0,0
NIG019487,54,Male,Adamawa,Adamawa City,North East,Secondary,Civil Servant,Hausa,Middle,Airtel,Prepaid,13,2024-06-27,4258.57,68042.55,12.83,968.82,55,3G,0.045,0.57,23.75,1,58.21,3.6,Mobile Money,1,0,0,0,1,1,0,1,1,1,2,0.9,1,1
NIG019488,55,Female,Benue,Benue City,North Central,OND/NCE,Farmer,English,Middle,Glo,Prepaid,1,2025-06-22,2533.88,3055.56,6.76,780.78,50,3G,0.215,0.88,31.83,0,64.46,8,POS,0,0,1,0,0,1,0,1,0,2,5,5.8,0,1
NIG019489,34,Female,Katsina,Katsina City,North West,OND/NCE,Student,Igbo,Low,9mobile,Postpaid,34,2022-10-06,8584.01,359846.82,4.55,1637.3,59,4G,0.225,1.56,47.66,2,18.91,3.2,Airtime Transfer,0,0,0,0,1,0,1,1,1,0,4,1.1,0,0
NIG019490,33,Male,Gombe,Gombe City,North East,Primary,Driver,Igbo,Middle,MTN,Prepaid,22,2023-10-01,500,11700.37,1.59,627.33,52,3G,0.119,1.1,17.18,1,14.64,2.6,Card,1,0,0,0,1,1,0,1,0,2,0,3.9,1,1
NIG019491,43,Male,Rivers,Okrika,South South,Primary,Entrepreneur,Yoruba,High,9mobile,Postpaid,45,2021-11-10,11472.3,515426.03,7.2,784.4,47,3G,0.075,11.26,18.13,0,35.35,6.1,Bank Transfer,0,0,0,0,0,0,0,1,0,1,5,1.4,1,0
NIG019492,69,Female,Kano,Rano,North West,Masters,Farmer,English,Middle,9mobile,Prepaid,12,2024-07-27,2780.81,25338.45,2.1,119.49,41,4G,0.191,1.22,16.1,0,24.46,4.9,Airtime Transfer,2,0,0,0,0,1,0,0,0,0,4,5.6,0,1
NIG019493,35,Female,Lagos,Ikeja,South West,Secondary,Trader,English,Low,MTN,Prepaid,97,2017-08-03,2771.85,215347.51,1.98,608.23,44,4G,0.278,3.09,10.88,1,0.21,9.8,Card,2,0,1,0,0,1,0,0,0,2,2,4.1,1,0
NIG019494,20,Male,Ogun,Ogun City,South West,Primary,Unemployed,English,Low,MTN,Prepaid,85,2018-07-29,657.49,54022.21,5.72,517.56,50,4G,0.262,0.94,9.14,3,1.96,3.6,POS,2,0,0,1,1,0,0,1,0,0,3,1.1,1,1
NIG019495,45,Female,Ekiti,Ekiti City,South West,Primary,Civil Servant,Other,Low,MTN,Prepaid,49,2021-07-13,3697.27,226380.64,8.1,278.89,46,4G,0.074,0.87,30.2,1,11.83,2.3,Mobile Money,2,1,0,0,1,1,1,1,0,1,2,5.3,0,1
NIG019496,33,Male,Lagos,Ikeja,South West,Secondary,Teacher,English,Middle,MTN,Hybrid,4,2025-03-24,4965.49,14612.57,16.13,728.08,47,2G,0.091,1.38,26.03,4,73.31,3.7,Cash,0,1,0,0,1,0,0,1,0,2,0,1.2,1,1
NIG019497,40,Male,Edo,Edo City,South South,Secondary,Banker,Hausa,Low,9mobile,Prepaid,31,2023-01-04,4585.62,171479.84,3.19,759.37,49,4G,0.209,0.35,10.03,2,17.49,1,Card,0,0,1,0,0,1,1,0,0,0,4,1.6,1,0
NIG019498,41,Female,Benue,Benue City,North Central,Secondary,Artisan,Yoruba,Middle,Glo,Prepaid,15,2024-04-28,3596.48,47425.12,3.78,1022.79,56,4G,0.197,3.63,30.14,4,2.28,9.9,Bank Transfer,1,0,1,0,1,0,0,1,0,0,2,0.3,0,0
NIG019499,20,Male,Delta,Delta City,South South,Secondary,Trader,English,Middle,MTN,Postpaid,10,2024-09-25,14039.41,147164.45,6.95,413.79,50,3G,0.237,1.54,32.86,2,15.88,5.6,Mobile Money,1,1,1,1,1,1,1,1,0,0,3,3.5,1,0
NIG019500,36,Male,Lagos,Lagos,South West,OND/NCE,Student,Igbo,Low,MTN,Postpaid,18,2024-01-29,13406.28,211268.15,10.98,169.42,42,5G,0.134,1.29,28.8,2,18.62,6.2,Bank Transfer,1,1,0,0,0,1,1,1,0,0,2,2.1,0,0
NIG019501,28,Male,Bauchi,Bauchi City,North East,Primary,Artisan,English,Low,Airtel,Prepaid,22,2023-10-01,3673.19,68004.44,3.41,334.35,56,4G,0.136,0.42,0.95,2,21.42,7.9,Bank Transfer,1,1,0,0,0,1,0,1,0,3,2,0.9,1,0
NIG019502,77,Male,Plateau,Plateau City,North Central,Secondary,Civil Servant,Hausa,Low,MTN,Prepaid,7,2024-12-24,4690.29,29261.29,3.2,738.97,51,4G,0.161,1.47,15.79,0,7.88,2.5,Bank Transfer,1,0,0,0,1,1,1,1,0,0,3,1.4,1,1
NIG019503,47,Female,FCT,Kwali,North Central,No Formal Education,Artisan,Igbo,Low,MTN,Postpaid,17,2024-02-28,9216.8,154044.11,1.34,555.22,49,5G,0.29,2.23,13.53,6,4.09,6.5,Cash,2,0,0,0,1,1,0,1,0,1,0,2.8,1,0
NIG019504,38,Female,Osun,Osun City,South West,HND/BSc,Teacher,Kanuri,Low,Airtel,Prepaid,7,2024-12-24,3855.75,23400.37,4.11,675.6,54,5G,0.131,1.12,32.28,3,15.71,5.3,Airtime Transfer,2,0,0,0,1,1,0,1,0,0,1,0.1,1,0
NIG019505,32,Female,Ebonyi,Ebonyi City,South East,Masters,Trader,Yoruba,Middle,MTN,Hybrid,44,2021-12-10,3359.6,144984.02,6.02,343.81,43,4G,0.055,0.9,3.49,0,48.31,2.3,Bank Transfer,0,0,0,1,1,1,1,0,0,1,2,0.6,1,0
NIG019506,52,Male,Abia,Abia City,South East,Secondary,Trader,Yoruba,Low,MTN,Prepaid,47,2021-09-11,2604.98,151939.98,7.36,491.25,52,4G,0.001,1.11,15.03,0,6.55,5.6,Card,0,0,1,0,1,1,0,1,1,1,4,0.7,1,1
NIG019507,59,Female,Oyo,Saki,South West,Primary,Student,Igbo,Low,MTN,Prepaid,19,2023-12-30,2407.67,49696.94,18.04,806.54,55,4G,0.211,2.91,15.14,3,6.06,7.9,Mobile Money,0,0,0,1,0,0,0,1,1,0,5,0.1,1,0
NIG019508,30,Male,Rivers,Port Harcourt,South South,Secondary,Teacher,English,Low,MTN,Postpaid,4,2025-03-24,3334.76,9668.74,9.76,408.1,60,4G,0.236,3.7,12.42,0,11.48,7,USSD,2,1,0,0,1,1,0,1,0,0,4,3,1,1
NIG019509,29,Male,Bauchi,Bauchi City,North East,Secondary,Entrepreneur,Yoruba,Middle,MTN,Postpaid,24,2023-08-02,7043.36,186657.1,1.29,354.97,59,4G,0.14,0.44,27.9,1,11.57,9.6,Mobile Money,1,0,0,1,0,0,0,1,0,1,1,3.2,1,0
NIG019510,24,Male,Lagos,Epe,South West,Secondary,Student,Hausa,Low,9mobile,Postpaid,112,2016-05-10,13254.03,1529183.86,2.63,573.91,42,3G,0.264,1.45,20.82,2,49.52,9.9,Airtime Transfer,2,1,0,0,1,1,0,1,0,0,4,1,1,0
NIG019511,62,Female,Kano,Kano,North West,HND/BSc,Unemployed,English,Low,Airtel,Prepaid,1,2025-06-22,3386.45,3332.96,1.25,927.16,41,3G,0.203,0.33,12.65,2,103.32,6.7,USSD,2,0,0,0,1,0,1,1,0,0,3,0.2,1,1
NIG019512,27,Male,Edo,Edo City,South South,Secondary,Trader,Igbo,Low,9mobile,Postpaid,21,2023-10-31,7244.39,175727.39,0.63,384.93,54,3G,0.23,0.48,1.26,2,25.04,1.9,Bank Transfer,1,0,0,0,0,1,0,0,0,1,3,0.5,1,1
NIG019513,57,Male,Kano,Rano,North West,OND/NCE,Farmer,Igbo,Middle,Airtel,Prepaid,1,2025-06-22,7783.34,7005.95,7.14,1388.1,48,4G,0.006,0.55,4.53,1,5.64,7.1,USSD,0,0,0,0,1,1,0,1,0,0,5,0.1,1,0
NIG019514,42,Male,Kaduna,Zaria,North West,HND/BSc,Trader,English,Low,MTN,Prepaid,5,2025-02-22,5043.05,23460.86,8.36,1532.91,61,3G,0.116,4.02,40.3,2,41.81,1.2,Mobile Money,1,0,0,0,0,1,0,0,1,0,0,1,0,0
NIG019515,27,Female,Jigawa,Jigawa City,North West,HND/BSc,Farmer,Hausa,Low,MTN,Prepaid,19,2023-12-30,1653.93,37932.47,5.93,598.19,36,4G,0.087,2.66,12.89,3,3.17,9.1,USSD,1,0,0,0,1,1,1,0,0,0,2,1,0,0
NIG019516,40,Male,Niger,Niger City,North Central,OND/NCE,Retiree,English,Low,Glo,Prepaid,13,2024-06-27,4552.67,49646.49,6.84,229.05,48,3G,0.215,5.41,25.37,0,13.34,7.7,USSD,1,0,0,0,0,0,0,1,0,1,1,1.7,1,0
NIG019517,20,Male,Rivers,Opobo,South South,Secondary,Student,English,High,Glo,Prepaid,1,2025-06-22,886.46,1062.04,11.55,313.18,55,4G,0.065,6.49,21.88,0,18.2,7.2,USSD,2,0,0,0,0,1,0,1,0,2,4,4.1,1,0
NIG019518,59,Female,Lagos,Ikeja,South West,Secondary,Entrepreneur,English,Middle,MTN,Prepaid,76,2019-04-25,4334.82,420974.95,0.22,698.37,45,4G,0.163,1.28,17.97,1,0.31,7.4,Bank Transfer,2,0,0,0,0,1,0,0,0,1,4,4.5,1,0
NIG019519,32,Male,Niger,Niger City,North Central,HND/BSc,Trader,Yoruba,Low,MTN,Prepaid,35,2022-09-06,1793.44,58028.79,14.1,619.03,47,2G,0.172,1.66,25.3,1,61,2.8,Airtime Transfer,0,0,0,0,1,1,0,1,0,0,5,0.5,1,0
NIG019520,33,Female,Kano,Karaye,North West,Secondary,Artisan,Hausa,Low,MTN,Prepaid,5,2025-02-22,3407.46,19416.18,6.74,419.52,40,3G,0.187,1.27,2.49,0,48.1,2.1,Bank Transfer,0,0,0,0,0,1,0,0,1,1,3,5.1,0,0
NIG019521,55,Female,Rivers,Okrika,South South,Masters,Entrepreneur,Yoruba,Middle,9mobile,Prepaid,42,2022-02-08,3321,107765.8,9.15,721.13,50,4G,0.074,1.25,14.32,0,4.89,7.4,POS,1,0,0,0,0,1,0,0,0,0,2,3.7,1,0
NIG019522,50,Female,Lagos,Badagry,South West,Primary,Accountant,Yoruba,Low,9mobile,Prepaid,18,2024-01-29,4091.93,93194.99,1.82,600.1,59,4G,0.008,1.54,45.11,3,61.67,7.3,Card,2,1,1,0,1,1,0,1,0,1,1,2.2,1,0
NIG019523,28,Female,Akwa Ibom,Akwa Ibom City,South South,No Formal Education,Trader,English,Low,MTN,Prepaid,16,2024-03-29,4993.81,96169.25,2.76,353.49,56,3G,0.042,5.55,18.64,3,3.44,8.9,Airtime Transfer,1,1,0,0,0,1,1,1,0,1,0,3.9,1,0
NIG019524,75,Female,Lagos,Epe,South West,No Formal Education,Student,English,Middle,MTN,Postpaid,36,2022-08-07,5749.42,233188.79,10.27,310.99,51,4G,0.285,3.71,44.46,2,15.28,7.8,POS,1,0,0,0,0,1,1,1,0,2,2,1.9,1,0
NIG019525,21,Male,Anambra,Anambra City,South East,Secondary,Entrepreneur,Pidgin,Low,9mobile,Prepaid,16,2024-03-29,3063.19,34318.3,6.86,426.93,39,4G,0.199,2.08,25.51,3,45.7,7.6,USSD,3,0,0,0,1,1,0,0,1,3,5,1,1,0
NIG019526,35,Female,Imo,Imo City,South East,Masters,Civil Servant,English,Low,Airtel,Prepaid,21,2023-10-31,5678.05,95659.89,6.28,561,50,3G,0.153,3.26,45.58,5,14.32,7.3,USSD,2,0,0,0,1,1,1,1,0,1,2,0.9,1,0
